,Unnamed: 0,subject,predicate,object,question,context,bool_type,source_type,input,label,contextual_answer,output
1201,1201,doctor,IsA,wear latex glove,"do doctors wear latex gloves?
 do doctors always wear latex gloves?
is doctor a type of wear latex glove?"," latex gloves protect against infection.
 doctors wear gloves to protect themselves.",pos,need_edit,do doctors wear latex gloves?,1202,true,contextual: true
1202,1202,young human and old human,CapableOf,disagree,"can young and old humans disagree?
 can young and old humans disagree?
can young humans and old humans disagree?"," humans are individuals.
 humans are animals.",pos,need_edit,can young and old humans disagree?,1203,true,contextual: true
1203,1203,policeman or soldier,CapableOf,enforce law via force,"can policemen or soldiers enforce the law through force?
 are policemen and soldiers both capable of enforcing the law through force?
can policemen or soldiers enforce law via force?"," the law is the supreme authority.
 policemen or soldiers are the law enforcement.",pos,need_edit,can policemen or soldiers enforce the law through force?,1204,true,contextual: true
1204,1204,quarter,IsA,worth twenty-five cent,"is a quarter worth twenty-five cents?
 is a quarter worth twenty-five cents?
is a quarter worth twenty-five cents?"," a quarter is a coin.
 a quarter is a coin.",pos,need_edit,is a quarter worth twenty-five cents?,1205,true,contextual: true
1205,1205,robot,IsA,automation,"is a robot a kind of automation?
 is a robot a kind of automation?
is robot a type of automation?"," an industrial robot is a programmable multifunctional manipulator designed to move materials, parts, tools, or specialized devices through variable programmed motions for the performance of a variety of tasks.
 robots are automations.",pos,need_edit,is a robot a kind of automation?,1206,true,contextual: true
1206,1206,cook,CapableOf,bread chicken breast,"can cooks bread chicken breasts?
 can a cook bread chicken breast?
can i cook bread chicken breast?"," chicken breasts are a type of meat.
 cooks can bread chicken breasts.",pos,need_edit,can cooks bread chicken breasts?,1207,true,contextual: true
1207,1207,inebriate,IsA,another word for drunk,"is inebriate another word for drunk?
 is inebriate another word for drunk?
is inebriate a type of another word for drunk?"," inebriate means to make drunk.
 inebriate means drunk.",pos,need_edit,is inebriate another word for drunk?,1208,true,contextual: true
1208,1208,present,IsA,gift,"is present a kind of gift?
 is a present always a gift?
is a present a type of gift?"," a present is a gift that is given at a particular time.
 present is a noun.",pos,need_edit,is present a kind of gift?,1209,true,contextual: true
1209,1209,rough surface,IsA,easy to hold on to,"is a rough surface easy to hold on to?
 is a rough surface generally easy to hold on to?
is rough surface a type of easy to hold on to?", a rough surface is easy to hold on to.,pos,need_edit,is a rough surface easy to hold on to?,1210,true,contextual: true
1210,1210,garbage,HasProperty,dangerous to human,"is garbage dangerous to humans?
 is garbage generally dangerous to humans?
does garbage have the property of being dangerous to humans?"," garbage can contain hazardous materials.
 garbage is a waste.",pos,need_edit,is garbage dangerous to humans?,1211,true,contextual: true
1211,1211,person,Desires,be good look,"do people desire to be good looking?
 do people usually want to look good?
does a person want a good look?"," people judge others based on their looks.
 people want to be beautiful.",pos,need_edit,do people desire to be good looking?,1212,true,contextual: true
1212,1212,blood,HasProperty,circulatory fluid,"does blood have the property of being a circulatory fluid?
 is blood a kind of circulatory fluid?
does blood have the property of circulatory fluid?"," blood is a bodily fluid.
 blood is a circulatory fluid.",pos,need_edit,does blood have the property of being a circulatory fluid?,1213,true,contextual: true
1213,1213,shellac,CapableOf,do wonder on old wood,"can shellac do wonders on old wood?
 can shellac do wonders on old wood?
can shellac do wonder on old wood?", shellac is a resin secreted by the lac bug.,pos,need_edit,can shellac do wonders on old wood?,1214,true,contextual: true
1214,1214,chimpanzee,IsA,ape,"is a chimpanzee an ape?
 is a chimpanzee an ape?
is chimpanzee a type of ape?"," an ape is a mammal.
 a chimpanzee is a primate.",pos,need_edit,is a chimpanzee an ape?,1215,true,contextual: true
1215,1215,duck,HasProperty,dumb,"do ducks have the property of being dumb?
 do ducks generally have the property of being dumb?
does duck have the property of dumb?", ducks are usually considered to be dumb.,pos,need_edit,do ducks have the property of being dumb?,1216,true,contextual: true
1216,1216,husband,CapableOf,open can,"can husbands open cans?
 can husbands usually open cans?
can husband open can?"," husbands are male.
 husbands are men.",pos,need_edit,can husbands open cans?,1217,true,contextual: true
1217,1217,person,Desires,nice pet,"does a person want a nice pet?
 do most people desire to have a nice pet?
does a person want a nice pet?", a person wants a pet.,pos,need_edit,does a person want a nice pet?,1218,true,contextual: true
1218,1218,carrot,IsA,domesticate plant,"is carrot a kind of domesticate plant?
 is a carrot a kind of domesticated plant?
is carrot a type of domesticated plant?"," carrot is a kind of plant.
 carrot is a kind of plant.",pos,need_edit,is carrot a kind of domesticate plant?,1219,true,contextual: true
1219,1219,leather seat,HasProperty,cold in winter,"does a leather seat feel cold in winter?
 does a leather seat generally have the property of being cold in winter?
does leather seat have the properties of cold in winter?"," leather is a kind of material.
 leather is a kind of material.",pos,need_edit,does a leather seat feel cold in winter?,1220,true,contextual: true
1220,1220,storytelling,HasProperty,entertain to person,"does storytelling entertain people?
 does storytelling generally entertain the person?
does storytelling have the property of entertaining a person?"," people have been telling stories since before writing was invented.
 storytelling is a form of entertainment.",pos,need_edit,does storytelling entertain people?,1221,true,contextual: true
1221,1221,secretary,CapableOf,forward message,"can secretaries forward messages?
 can secretaries forward messages?
can secretary forward message?"," secretaries are administrative professionals who perform clerical and secretarial duties.
 secretaries are people.",pos,need_edit,can secretaries forward messages?,1222,true,contextual: true
1222,1222,beijing,IsA,place,"is beijing a place?
 is Beijing a place?
is beijing a type of place?"," beijing is the capital of china.
 beijing is a city.",pos,need_edit,is beijing a place?,1223,true,contextual: true
1223,1223,argentina,IsA,in north america,"is argentina in north america?
 is argentina in north america?
is argentina a type of in north america?", argentina is in south america.,pos,need_edit,is argentina in north america?,1224,true,contextual: true
1224,1224,person,CapableOf,own animal,"can people own animals?
 can a person own an animal?
can a person own an animal?"," animals are living creatures.
 animals are living things.",pos,need_edit,can people own animals?,1225,true,contextual: true
1225,1225,ostrich,IsA,flightless bird,"is an ostrich a kind of flightless bird?
 is an ostrich a kind of flightless bird?
is ostrich a type of flightless bird?"," an ostrich is a bird.
 an ostrich is a type of flightless bird.",pos,need_edit,is an ostrich a kind of flightless bird?,1226,true,contextual: true
1226,1226,wed dress,HasProperty,white,"does a wedding dress have the property of being white?
 is a wedding dress usually white?
does wed dress have the property of white?"," the traditional color of a wedding dress is white.
 wedding dresses are white.",pos,need_edit,does a wedding dress have the property of being white?,1227,true,contextual: true
1227,1227,person,CapableOf,chair committee,"can a person chair a committee?
 can a person chair a committee?
can a person chair a committee?"," a person is a human being.
 a person is a human being.",pos,need_edit,can a person chair a committee?,1228,true,contextual: true
1228,1228,girl,Desires,talk on phone,"does the girl want to talk on the phone?
 do most girls desire to talk on the phone?
does girl want to talk on phone?"," the girl is holding a phone.
 people usually want to talk on the phone.",pos,need_edit,does the girl want to talk on the phone?,1229,true,contextual: true
1229,1229,low point in cape verde,IsA,atlantic ocean 0 m,"is the low point in cape verde at the atlantic ocean 0 m?
 is the low point in cape verde always at the atlantic ocean 0 m?
is low point in cape verde a type of atlantic ocean 0 m?"," the lowest point in Cape Verde is at the Atlantic Ocean and is 0 m.
 the lowest point in cape verde is at the atlantic ocean.",pos,need_edit,is the low point in cape verde at the atlantic ocean 0 m?,1230,true,contextual: true
1230,1230,flower,IsA,plant sex organ,"is a flower a plant's sex organ?
 is a flower a kind of plant sex organ?
is flower a type of plant sex organ?"," flowers are the reproductive organs of angiosperms.
 flowers are the reproductive organs of plants.",pos,need_edit,is a flower a plant's sex organ?,1231,true,contextual: true
1231,1231,humpty dumpty,IsA,egg in fairy tale,"is Humpty Dumpty an egg in a fairy tale?
 is humpty dumpty an egg in a fairy tale?
is humpty dumpty a type of egg in fairy tale?"," in the fairy tale, Humpty Dumpty is an egg who falls off a wall.
 humpty dumpty is an egg in a fairy tale.",pos,need_edit,is Humpty Dumpty an egg in a fairy tale?,1232,true,contextual: true
1232,1232,family photo,IsA,good way to preserve memory,"is a family photo a good way to preserve memory?
 is a family photo a good way to preserve memory?
is a family photo a good way to preserve memories?"," family photos are taken to capture a moment in time.
 a family photo is a kind of photo.",pos,need_edit,is a family photo a good way to preserve memory?,1233,true,contextual: true
1233,1233,dead person,IsA,burried in graveyard,"are dead people burried in graveyards?
 are dead people usually buried in graveyards?
is dead person a type of burial in graveyard?"," people are buried in graveyards.
 graveyard is a place where dead people are burried.",pos,need_edit,are dead people burried in graveyards?,1234,true,contextual: true
1234,1234,person,Desires,ride horse,"do people desire to ride horses?
 do people usually want to ride horses?
does a person want to ride a horse?"," some people are afraid of horses.
 people desire to ride horses.",pos,need_edit,do people desire to ride horses?,1235,true,contextual: true
1235,1235,alcohol,IsA,numb agent,"is alcohol a numbing agent?
 is alcohol a kind of numb agent?
is alcohol a type of numbing agent?"," alcohol is a depressant.
 alcohol is a depressant.",pos,need_edit,is alcohol a numbing agent?,1236,true,contextual: true
1236,1236,person think puppy,HasProperty,cute,"does a person think a puppy is cute?
 do people usually think puppies are cute?
does person think puppy has the property of cute?"," puppies are baby dogs.
 a person thinks a puppy is cute.",pos,need_edit,does a person think a puppy is cute?,1237,true,contextual: true
1237,1237,laundry,IsA,necessity,"is laundry a necessity?
 is laundry a necessity?
is laundry a type of necessity?"," laundry is a type of chore.
 laundry is a type of chore.",pos,need_edit,is laundry a necessity?,1238,true,contextual: true
1238,1238,you,CapableOf,find horse at ranch,"can you find a horse at a ranch?
 can you usually find a horse at a ranch?
can you find horses at ranch?"," ranches are for horses.
 horses are found at ranches.",pos,need_edit,can you find a horse at a ranch?,1239,true,contextual: true
1239,1239,person,Desires,discount,"do people want discounts?
 do people usually desire discounts?
does a person want a discount?"," people like to save money.
 people want to save money.",pos,need_edit,do people want discounts?,1240,true,contextual: true
1240,1240,statute of liberty,IsA,american icon,"is the statute of liberty an american icon?
 is the statute of liberty an american icon?
is statute of liberty a type of american icon?"," the statute of liberty was a gift from france.
 the statue of liberty is a symbol of freedom.",pos,need_edit,is the statute of liberty an american icon?,1241,true,contextual: true
1241,1241,flower,CapableOf,smell good,"can flowers smell good?
 do flowers usually smell good?
can flowers smell good?"," flowers are often given as gifts.
 flowers are used for decoration.",pos,need_edit,can flowers smell good?,1242,true,contextual: true
1242,1242,herring,IsA,fish,"is a herring a kind of fish?
 is a herring a fish?
is herring a type of fish?"," herring are small, silvery-colored fish.
 herring is a type of fish.",pos,need_edit,is a herring a kind of fish?,1243,true,contextual: true
1243,1243,monkey,IsA,primate,"is a monkey a kind of primate?
 are monkeys always primates?
is monkey a type of primate?"," a monkey is a mammal.
 monkeys are primates.",pos,need_edit,is a monkey a kind of primate?,1244,true,contextual: true
1244,1244,drink,IsA,food,"is a drink a kind of food?
 is a drink a kind of food?
is drinking a type of food?"," drinks are often consumed with food.
 a drink is a kind of beverage.",pos,need_edit,is a drink a kind of food?,1245,true,contextual: true
1245,1245,person,HasProperty,hold up rubber chicken,"do people have the property of being able to hold up a rubber chicken?
 do people usually have the property of being able to hold up a rubber chicken?
does person have the property of holding up rubber chicken?"," some people can hold up a rubber chicken with one hand.
 people have arms.",pos,need_edit,do people have the property of being able to hold up a rubber chicken?,1246,true,contextual: true
1246,1246,in 1970 clothe,HasProperty,ugly,"did clothes have the property of being ugly in 1970?
 did clothes have the property of being ugly in 1970?
does 1970 cloth have the property of ugly?", clothes are used to cover the body.,pos,need_edit,did clothes have the property of being ugly in 1970?,1247,true,contextual: true
1247,1247,batter,HasA,miss ball,"does the batter miss the ball?
 does a batter usually miss the ball?
does a batter miss the ball?"," the ball is pitched.
 batter is a type of player.",pos,need_edit,does the batter miss the ball?,1248,true,contextual: true
1248,1248,maple,IsA,tree,"is maple a kind of tree?
 is maple a kind of tree?
is maple a type of tree?"," maples are angiosperms.
 maple is a kind of wood.",pos,need_edit,is maple a kind of tree?,1249,true,contextual: true
1249,1249,grebe,IsA,bird,"is a grebe a kind of bird?
 is a grebe a kind of bird?
is grebe a type of bird?"," a grebe is a waterbird with a long neck and legs.
 grebes are a type of water bird.",pos,need_edit,is a grebe a kind of bird?,1250,true,contextual: true
1250,1250,cantaloupe and citrus friut,HasProperty,orange,"does cantaloupe and citrus fruit have the property of being orange?
 does a cantaloupe have the property of being an orange citrus fruit?
does cantaloupe and citrus fruit have the property of orange?"," cantaloupe is a type of orange.
 cantaloupe and citrus fruit are orange.",pos,need_edit,does cantaloupe and citrus fruit have the property of being orange?,1251,true,contextual: true
1251,1251,cappuchino,HasProperty,tasty,"is a cappuchino tasty?
 is cappuchino usually tasty?
does cappuchino have the taste of tasty?"," cappuchinos have coffee in them.
 coffee is tasty.",pos,need_edit,is a cappuchino tasty?,1252,true,contextual: true
1252,1252,person,IsA,ski down snowy hill,"is a person a ski down a snowy hill?
 is a person a kind of ski down a snowy hill?
is this person a type of skier down a snowy hill?", a person can ski down a snowy hill.,pos,need_edit,is a person a ski down a snowy hill?,1253,true,contextual: true
1253,1253,person,CapableOf,voice opinion,"can people voice their opinions?
 can people usually voice their opinions?
can a person voice their opinion?"," everyone has the right to freedom of speech.
 people can express their opinions.",pos,need_edit,can people voice their opinions?,1254,true,contextual: true
1254,1254,capital of argentina,IsA,buenos aire,"is the capital of argentina buenos aires?
 is the capital of argentina buenos aires?
is capital of argentina a type of buenos aire?"," the capital of argentina is located in the southern part of the country.
 buenos aires is a city.",pos,need_edit,is the capital of argentina buenos aires?,1255,true,contextual: true
1255,1255,brewer,CapableOf,bottle beer,"can brewers bottle beer?
 can brewers bottle beer?
can a brewer bottle beer?"," beer is brewed in a brewery.
 brewers make beer.",pos,need_edit,can brewers bottle beer?,1256,true,contextual: true
1256,1256,child,CapableOf,love puppy,"can children love puppies?
 are children capable of loving puppies?
can a child love a puppy?"," children are human.
 children are human.",pos,need_edit,can children love puppies?,1257,true,contextual: true
1257,1257,magifying glass,IsA,symbol of discovery mystery and search,"is a magnifying glass a symbol of discovery mystery and search?
 is a magnifying glass a symbol of discovery mystery and search?
is magnifying glass a type of symbol of discovery, mystery and search?", a magnifying glass is a convex lens that is used to produce a magnified image of an object.,pos,need_edit,is a magnifying glass a symbol of discovery mystery and search?,1258,true,contextual: true
1258,1258,sauda,IsA,in norway,"is sauda a place in norway?
 is sauda a place in Norway?
is sauda a type of in norway?"," Sauda is a municipality in Rogaland county, Norway.
 sauda is a municipality in norway.",pos,need_edit,is sauda a place in norway?,1259,true,contextual: true
1259,1259,white-out,IsA,correction fluid,"is white-out a kind of correction fluid?
 is white-out a kind of correction fluid?
is white-out a type of correction fluid?"," correction fluid is a type of white-out.
 white-out is a type of correction fluid.",pos,need_edit,is white-out a kind of correction fluid?,1260,true,contextual: true
1260,1260,nature,HasProperty,good,"does nature have the property of being good?
 does nature have the property of being good?
does nature have the property of good?", nature is the physical world.,pos,need_edit,does nature have the property of being good?,1261,true,contextual: true
1261,1261,dolphin,CapableOf,live in water,"can dolphins live in water?
 can dolphins live in water?
can dolphins live in water?"," dolphins are mammals.
 dolphins are mammals.",pos,need_edit,can dolphins live in water?,1262,true,contextual: true
1262,1262,plumb,IsA,system,"is plumb a system?
 is plumb a kind of system?
is plumb a type of system?", plumb is a tool.,pos,need_edit,is plumb a system?,1263,true,contextual: true
1263,1263,automobile,HasA,seatbelt,"does an automobile have a seatbelt?
 do most automobiles have seatbelts?
does an automobile have a seatbelt?"," seatbelts are used for safety.
 seatbelt is used for safety.",pos,need_edit,does an automobile have a seatbelt?,1264,true,contextual: true
1264,1264,sand,MadeOf,silicon,"is sand made of silicon?
 is sand made of silicon?
is sand made of silicon?"," sand is made of tiny pieces of rocks and minerals.
 sand is made of silicon dioxide.",pos,need_edit,is sand made of silicon?,1265,true,contextual: true
1265,1265,leg,IsA,body part,"is a leg a body part?
 is a leg a body part?
is leg a type of body part?"," the thigh, knee, calf, ankle, and foot are all considered parts of the leg.
 a leg is a part of the body.",pos,need_edit,is a leg a body part?,1266,true,contextual: true
1266,1266,different culture,HasA,different tonal scale,"do different cultures have different tonal scales?
 do different cultures generally have different tonal scales?
does different cultures have different tonal scale?"," the Chinese culture uses a pentatonic scale.
 different cultures have different languages.",pos,need_edit,do different cultures have different tonal scales?,1267,true,contextual: true
1267,1267,hungry person,Desires,food,"does a hungry person want food?
 do hungry people usually want food?
does a hungry person want food?"," a hungry person is someone who is lacking food.
 a hungry person is a person.",pos,need_edit,does a hungry person want food?,1268,true,contextual: true
1268,1268,nanosecond,IsA,one-billionth of second,"is a nanosecond one-billionth of a second?
 is a nanosecond one-billionth of a second?
is nanosecond a type of one billionth of a second?"," one nanosecond is one-billionth of a second.
 a nanosecond is one-billionth of a second.",pos,need_edit,is a nanosecond one-billionth of a second?,1269,true,contextual: true
1269,1269,person,Desires,hug,"does a person desire a hug?
 do people generally desire hugs?
does a person want a hug?"," people need physical touch.
 a person is a kind of human.",pos,need_edit,does a person desire a hug?,1270,true,contextual: true
1270,1270,bermuda,HasA,1 airport,"does bermuda have 1 airport?
 does bermuda have only one airport?
does bermuda have 1 airport?", bermuda has 1 airport.,pos,need_edit,does bermuda have 1 airport?,1271,true,contextual: true
1271,1271,toilet brush,HasProperty,disgust,"does a toilet brush have the property of disgust?
 does a toilet brush generally have the property of disgust?
does toilet brush have the property of disgust?"," a toilet brush is used to clean toilets.
 a toilet brush is a kind of brush.",pos,need_edit,does a toilet brush have the property of disgust?,1272,true,contextual: true
1272,1272,play game,HasProperty,competitive,"is playing a game competitive?
 are games usually competitive?
does playing games have the property of being competitive?"," in some games, players compete against each other.
 playing a game is fun.",pos,need_edit,is playing a game competitive?,1273,true,contextual: true
1273,1273,idea,CapableOf,divide country,"can an idea divide a country?
 can ideas divide countries?
can idea divide country?"," the American Revolution was fought over ideas.
 ideas can divide people.",pos,need_edit,can an idea divide a country?,1274,true,contextual: true
1274,1274,snare drum,HasProperty,very loud,"is a snare drum very loud?
 is a snare drum usually very loud?
does snare drum have the property of being very loud?"," a snare drum is a percussion instrument.
 a snare drum is a percussion instrument.",pos,need_edit,is a snare drum very loud?,1275,true,contextual: true
1275,1275,elderly person,Desires,vacation on cruise,"do elderly people want to go on cruises for vacation?
 do most elderly people desire to go on a cruise for their vacation?
does elderly person want vacation on cruise?"," most cruises are for people over 55.
 elderly people like to travel.",pos,need_edit,do elderly people want to go on cruises for vacation?,1276,true,contextual: true
1276,1276,repairman,CapableOf,be service break appliance,"can a repairman service a broken appliance?
 can repairmen service break appliances?
can a repairman service a broken appliance?"," a repairman is a person who fixes things.
 a repairman is a type of person.",pos,need_edit,can a repairman service a broken appliance?,1277,true,contextual: true
1277,1277,lane,IsA,small road,"is a lane a small road?
 is a lane a kind of small road?
is lane a type of small road?"," a lane is a part of a road.
 a lane is a road.",pos,need_edit,is a lane a small road?,1278,true,contextual: true
1278,1278,dog,HasProperty,loyal and helpful,"are dogs loyal and helpful?
 are dogs usually loyal and helpful?
does your dog have the property of being loyal and helpful?"," dogs are often used as service animals.
 dogs are loyal and helpful.",pos,need_edit,are dogs loyal and helpful?,1279,true,contextual: true
1279,1279,swift,IsA,bird,"is swift a kind of bird?
 is swift a kind of bird?
is swift a type of bird?"," swifts are a group of aerial birds.
 swift is a kind of bird.",pos,need_edit,is swift a kind of bird?,1280,true,contextual: true
1280,1280,farmland,IsA,land,"is farmland a kind of land?
 is farmland a kind of land?
is farmland a type of land?"," farmland is a type of agricultural land.
 farmland is a kind of land.",pos,need_edit,is farmland a kind of land?,1281,true,contextual: true
1281,1281,salt,CapableOf,season food,"can salt season food?
 can salt be used to season food?
can salt season food?"," salt is a mineral composed primarily of sodium chloride.
 salt is a seasoning.",pos,need_edit,can salt season food?,1282,true,contextual: true
1282,1282,student,CapableOf,ride schoolbuses in rural area,"can students ride school buses in rural areas?
 can students ride schoolbuses in rural areas?
can students ride schoolbuses in rural areas?"," school buses are vehicles.
 students are people.",pos,need_edit,can students ride school buses in rural areas?,1283,true,contextual: true
1283,1283,game,HasA,rule,"does every game have a rule?
 does every game have a rule?
does game have rules?"," games are a set of rules.
 every game has a winner.",pos,need_edit,does every game have a rule?,1284,true,contextual: true
1284,1284,person,CapableOf,feel,"can people feel?
 can a person feel?
can a person feel?"," people have skin.
 people are living things.",pos,need_edit,can people feel?,1285,true,contextual: true
1285,1285,marriage,IsA,ment to be forever,"is marriage ment to be forever?
 is marriage supposed to last forever?
is marriage a type of ment to be forever?", marriage is a contract.,pos,need_edit,is marriage ment to be forever?,1286,true,contextual: true
1286,1286,beethoven,IsA,composer,"was Beethoven a composer?
 was Beethoven a composer?
is beethoven a type of composer?"," Beethoven was a German composer and pianist.
 beethoven was a german composer and pianist.",pos,need_edit,was Beethoven a composer?,1287,true,contextual: true
1287,1287,playtime,HasProperty,messy,"is playtime messy?
 is playtime usually messy?
does playtime have the property of being messy?", playtime is fun.,pos,need_edit,is playtime messy?,1288,true,contextual: true
1288,1288,insect,IsA,arthropod,"is an insect an arthropod?
 are insects a kind of arthropod?
is an insect a type of arthropod?"," an insect has six legs.
 insects are arthropods.",pos,need_edit,is an insect an arthropod?,1289,true,contextual: true
1289,1289,ornate frame,CapableOf,display classic paint,"can an ornate frame display a classic painting?
 can an ornate frame display a classic painting?
can ornate frame display classic paint?"," an ornate frame is usually very detailed and decorated.
 a frame can display a painting.",pos,need_edit,can an ornate frame display a classic painting?,1290,true,contextual: true
1290,1290,wax,CapableOf,be mould,"can wax be moulded?
 can wax be moulded?
can wax be moulded?"," wax is a type of material.
 wax is a kind of material.",pos,need_edit,can wax be moulded?,1291,true,contextual: true
1291,1291,polo,IsA,english sport,"is polo an english sport?
 is polo an english sport?
is polo a type of english sport?", polo is a sport played on horseback.,pos,need_edit,is polo an english sport?,1292,true,contextual: true
1292,1292,ball,HasProperty,circular,"does a ball have the property of being circular?
 is a ball generally circular?
does ball have the property of circular?"," a ball is a three-dimensional object.
 a ball is a sphere.",pos,need_edit,does a ball have the property of being circular?,1293,true,contextual: true
1293,1293,meat,HasProperty,high in protein,"does meat have the property of being high in protein?
 does meat generally have the property of being high in protein?
does meat have the property of being high in protein?"," meat is a type of food.
 meat is a kind of food.",pos,need_edit,does meat have the property of being high in protein?,1294,true,contextual: true
1294,1294,leave front door open,CapableOf,be dangerious,"is leaving the front door open dangerous?
 can leaving your front door open be dangerious?
can leaving the front door open be dangerous?"," burglars can enter a home through an open door.
 leaving the front door open is a kind of security risk.",pos,need_edit,is leaving the front door open dangerous?,1295,true,contextual: true
1295,1295,jesus,IsA,good teacher,"was Jesus a good teacher?
 is Jesus a good teacher?
is jesus a type of good teacher?", jesus was a teacher.,pos,need_edit,was Jesus a good teacher?,1296,true,contextual: true
1296,1296,computer science,IsA,science,"is computer science a science?
 is computer science a science?
is computer science a type of science?"," computer science is the study of computers and their applications.
 computer science is a field of study.",pos,need_edit,is computer science a science?,1297,true,contextual: true
1297,1297,apple juice,IsA,liquid,"is apple juice a liquid?
 is apple juice a liquid?
is apple juice a liquid?"," apple juice is made from apples.
 apple juice is a kind of juice.",pos,need_edit,is apple juice a liquid?,1298,true,contextual: true
1298,1298,john safran,CapableOf,be annoy,"can john safran be annoying?
 can john safran be annoying?
can john safran be annoy?"," john safran is a comedian.
 john safran is a person.",pos,need_edit,can john safran be annoying?,1299,true,contextual: true
1299,1299,steam power locomotive,HasProperty,obsolete,"is a steam power locomotive obsolete?
 is a steam power locomotive usually obsolete?
does steam power locomotive have the property of obsolete?"," the first steam locomotive was built in 1804.
 steam power locomotives are no longer used.",pos,need_edit,is a steam power locomotive obsolete?,1300,true,contextual: true
1300,1300,light weight hard hat,CapableOf,help prevent head injury,"can a light weight hard hat help prevent head injury?
 can a light weight hard hat help prevent head injury?
can a light weight hard hat help prevent head injury?"," a hard hat is a type of personal protective equipment.
 a hard hat is a type of helmet.",pos,need_edit,can a light weight hard hat help prevent head injury?,1301,true,contextual: true
1301,1301,house,HasA,storey,"does a house have a storey?
 does a house usually have a storey?
does the house have a storey?"," a storey is a level of a building.
 houses are buildings.",pos,need_edit,does a house have a storey?,1302,true,contextual: true
1302,1302,tank,IsA,weapon of war,"is a tank a weapon of war?
 is a tank a weapon of war?
is tank a type of weapon of war?", tanks are used for killing.,pos,need_edit,is a tank a weapon of war?,1303,true,contextual: true
1303,1303,inmate,CapableOf,hurt prison guard,"can inmates hurt prison guards?
 can inmates usually hurt prison guards?
can an inmate hurt a prison guard?"," inmates are not allowed to have weapons.
 inmates are in prison.",pos,need_edit,can inmates hurt prison guards?,1304,true,contextual: true
1304,1304,animal,CapableOf,transmit disease,"can animals transmit diseases?
 can animals transmit diseases?
can an animal transmit disease?"," animals can carry diseases.
 animals can transmit diseases.",pos,need_edit,can animals transmit diseases?,1305,true,contextual: true
1305,1305,travel,HasProperty,fun,"is travel fun?
 is travel generally considered to be fun?
does travel have the property of fun?"," people often travel to new places to have fun.
 travel is a kind of motion.",pos,need_edit,is travel fun?,1306,true,contextual: true
1306,1306,raven,CapableOf,fly,"can ravens fly?
 can ravens fly?
can raven fly?"," ravens are a type of bird.
 ravens are birds.",pos,need_edit,can ravens fly?,1307,true,contextual: true
1307,1307,heat,CapableOf,kill bacteria,"can heat kill bacteria?
 can heat kill bacteria?
can heat kill bacteria?"," boiling water kills bacteria.
 heat can kill bacteria.",pos,need_edit,can heat kill bacteria?,1308,true,contextual: true
1308,1308,capital of gabon,IsA,libreville,"is Libreville the capital of Gabon?
 is Libreville the capital of Gabon?
is the capital of gabon a type of libreville?"," Libreville is the largest city in Gabon.
 libreville is the capital of gabon.",pos,need_edit,is Libreville the capital of Gabon?,1309,true,contextual: true
1309,1309,keyboard,IsA,computer,"is a keyboard a computer?
 is a keyboard a kind of computer?
is keyboard a type of computer?", keyboard is a type of input device.,pos,need_edit,is a keyboard a computer?,1310,true,contextual: true
1310,1310,cooperation,HasProperty,essential to accomplishment by group,"is cooperation essential to accomplishment by a group?
 is cooperation essential to accomplishment by a group?
does cooperation have the property of essential to accomplishment by group?"," groups are more likely to achieve their goals when members cooperate.
 cooperation is essential to accomplishment by a group.",pos,need_edit,is cooperation essential to accomplishment by a group?,1311,true,contextual: true
1311,1311,pleasant day,HasA,sunny blue sky,"does a pleasant day have a sunny blue sky?
 is a sunny blue sky generally a sign of a pleasant day?
does pleasant day have sunny blue sky?"," the sky is blue because of the scattering of sunlight by the atmosphere.
 a pleasant day is a day with a sunny blue sky.",pos,need_edit,does a pleasant day have a sunny blue sky?,1312,true,contextual: true
1312,1312,helicopter,IsA,rotary wing aircraft,"is a helicopter a rotary wing aircraft?
 is a helicopter a rotary wing aircraft?
is helicopter a type of rotary wing aircraft?"," a helicopter has one or more horizontal rotors that lift and propel it.
 a helicopter is a rotary wing aircraft.",pos,need_edit,is a helicopter a rotary wing aircraft?,1313,true,contextual: true
1313,1313,watch television,IsA,popular entertainment form,"is watching television a popular entertainment form?
 is watching television a popular entertainment form?
is watching television a type of popular entertainment form?"," over 100 million households in the United States have at least one television.
 watching television is a popular entertainment form.",pos,need_edit,is watching television a popular entertainment form?,1314,true,contextual: true
1314,1314,time,IsA,tool,"is time a tool?
 is time a tool?
is time a type of tool?", time is a measurement.,pos,need_edit,is time a tool?,1315,true,contextual: true
1315,1315,piano,CapableOf,make sound,"can a piano make sound?
 can a piano make a sound?
can piano make sound?"," a piano is a musical instrument.
 piano is a kind of musical instrument.",pos,need_edit,can a piano make sound?,1316,true,contextual: true
1316,1316,try,IsA,another name for effort,"is try another name for effort?
 is ""try"" another word for ""effort""?
is trying a different name for the effort?", try is another name for attempt.,pos,need_edit,is try another name for effort?,1317,true,contextual: true
1317,1317,nuclear war,IsA,very bad human activity,"is nuclear war a very bad human activity?
 is nuclear war generally considered a very bad human activity?
is nuclear war a type of very bad human activity?"," nuclear war can cause extensive damage to the environment.
 nuclear war is a human activity.",pos,need_edit,is nuclear war a very bad human activity?,1318,true,contextual: true
